actual,prediction
47,45.94444444444444
55,45.94444444444444
52,45.94444444444444
33,45.94444444444444
50,45.94444444444444
65,45.94444444444444
65,45.94444444444444
39,45.94444444444444
36,45.94444444444444
29,30.25
25,24.0
13,8.4
33,45.94444444444444
42,21.833333333333332
56,45.94444444444444
61,45.94444444444444
23,31.0
7,8.4
45,45.94444444444444
50,45.94444444444444
50,45.94444444444444
47,45.94444444444444
26,45.94444444444444
19,30.25
56,30.25
52,45.94444444444444
28,45.94444444444444
28,30.25
22,30.25
23,45.94444444444444
39,30.25
6,8.4
32,45.94444444444444
26,21.833333333333332
19,30.25
29,30.25
13,20.0
36,45.94444444444444
65,45.94444444444444
41,30.25
60,45.94444444444444
45,45.94444444444444
48,45.94444444444444
47,45.94444444444444
22,30.25
38,30.25
41,45.94444444444444
47,45.94444444444444
52,45.94444444444444
46,45.94444444444444
34,34.0
34,45.94444444444444
28,30.25
25,20.0
48,45.94444444444444
73,73.0
18,8.4
55,45.94444444444444
55,45.86813186813187
39,45.86813186813187
55,45.86813186813187
34,45.86813186813187
34,45.86813186813187
54,45.86813186813187
52,45.86813186813187
54,45.86813186813187
34,45.86813186813187
55,45.86813186813187
17,21.833333333333332
34,31.53125
47,45.86813186813187
73,73.0
29,48.0
73,73.0
25,12.0
28,45.86813186813187
48,45.86813186813187
73,73.0
4,20.0
45,45.0
65,45.86813186813187
45,45.86813186813187
48,45.86813186813187
56,45.86813186813187
39,45.86813186813187
2,8.4
11,8.4
54,45.86813186813187
52,45.86813186813187
39,45.86813186813187
39,31.53125
48,45.86813186813187
48,45.86813186813187
48,45.86813186813187
39,45.86813186813187
35,45.86813186813187
56,45.86813186813187
33,45.86813186813187
55,45.86813186813187
49,45.86813186813187
28,31.53125
49,45.86813186813187
39,39.0
48,45.86813186813187
33,45.86813186813187
26,31.53125
4,21.833333333333332
49,45.86813186813187
61,45.86813186813187
19,31.53125
39,45.86813186813187
55,45.86813186813187
44,48.0
55,45.86813186813187
55,45.86813186813187
56,45.86813186813187
7,8.4
55,48.0
28,45.86813186813187
15,20.0
22,31.53125
54,45.86813186813187
5,8.4
33,45.86813186813187
54,45.86813186813187
24,24.0
18,8.4
9,21.833333333333332
54,45.86813186813187
47,45.86813186813187
55,45.86813186813187
52,45.86813186813187
33,45.86813186813187
50,45.86813186813187
65,45.86813186813187
65,45.86813186813187
39,45.86813186813187
36,45.86813186813187
29,31.53125
25,24.0
13,8.4
33,45.86813186813187
42,21.833333333333332
56,45.86813186813187
61,45.86813186813187
23,31.0
7,8.4
45,45.86813186813187
50,45.86813186813187
50,45.86813186813187
47,45.86813186813187
26,45.86813186813187
19,31.53125
56,31.53125
52,45.86813186813187
28,45.86813186813187
28,31.53125
22,31.53125
23,45.86813186813187
39,31.53125
6,8.4
71,71.0
32,45.86813186813187
26,21.833333333333332
19,31.53125
29,31.53125
13,20.0
36,45.86813186813187
65,45.86813186813187
41,31.53125
60,45.86813186813187
45,45.86813186813187
48,45.86813186813187
47,45.86813186813187
22,31.53125
38,31.53125
41,45.86813186813187
47,45.86813186813187
52,45.86813186813187
46,45.86813186813187
34,34.0
34,45.86813186813187
28,31.53125
25,20.0
48,45.86813186813187
73,73.0
18,8.4
55,45.86813186813187
65,45.86813186813187
47,45.86813186813187
23,31.53125
50,45.86813186813187
71,71.0
28,45.86813186813187
19,24.0
39,45.86813186813187
73,73.0
34,45.86813186813187
24,31.53125
49,45.86813186813187
62,45.86813186813187
36,45.86813186813187
29,31.53125
52,48.0
62,31.0
13,31.0
50,45.86813186813187
44,45.86813186813187
18,21.833333333333332
65,45.86813186813187
65,45.86813186813187
19,31.53125
25,31.53125
51,45.86813186813187
55,45.86813186813187
30,31.53125
36,45.86813186813187
52,31.53125
47,31.53125
20,34.0
54,45.86813186813187
56,45.86813186813187
23,45.86813186813187
44,45.86813186813187
71,71.0
29,31.53125
28,31.53125
37,45.0
18,31.53125
25,20.0
49,45.86813186813187
55,46.18348623853211
39,46.18348623853211
55,46.18348623853211
34,46.18348623853211
34,46.18348623853211
54,46.18348623853211
52,46.18348623853211
54,46.18348623853211
34,46.18348623853211
55,46.18348623853211
17,22.0
34,31.813953488372093
47,46.18348623853211
73,68.8
29,42.0
73,68.8
25,12.0
28,46.18348623853211
48,46.18348623853211
73,68.8
4,20.0
45,45.0
65,46.18348623853211
45,46.18348623853211
48,46.18348623853211
56,46.18348623853211
39,46.18348623853211
2,8.4
11,8.4
54,46.18348623853211
52,46.18348623853211
39,46.18348623853211
39,31.813953488372093
48,46.18348623853211
48,46.18348623853211
48,46.18348623853211
39,46.18348623853211
35,46.18348623853211
56,46.18348623853211
33,46.18348623853211
55,46.18348623853211
49,46.18348623853211
28,31.813953488372093
49,46.18348623853211
39,39.0
48,46.18348623853211
33,46.18348623853211
26,31.813953488372093
4,22.0
49,46.18348623853211
61,46.18348623853211
19,31.813953488372093
39,46.18348623853211
55,46.18348623853211
44,42.0
55,46.18348623853211
55,46.18348623853211
56,46.18348623853211
7,8.4
55,42.0
28,46.18348623853211
15,20.0
22,31.813953488372093
54,46.18348623853211
5,8.4
33,46.18348623853211
54,46.18348623853211
24,24.0
18,8.4
9,22.0
54,46.18348623853211
47,46.18348623853211
55,46.18348623853211
52,46.18348623853211
33,46.18348623853211
50,46.18348623853211
65,46.18348623853211
65,46.18348623853211
39,46.18348623853211
36,46.18348623853211
29,31.813953488372093
25,24.0
13,8.4
33,46.18348623853211
42,22.0
56,46.18348623853211
61,46.18348623853211
23,24.75
19,27.0
7,8.4
45,46.18348623853211
50,46.18348623853211
50,46.18348623853211
47,46.18348623853211
26,46.18348623853211
19,31.813953488372093
56,31.813953488372093
52,46.18348623853211
28,46.18348623853211
28,31.813953488372093
22,31.813953488372093
23,46.18348623853211
39,31.813953488372093
6,8.4
71,71.0
32,46.18348623853211
26,22.0
19,31.813953488372093
29,31.813953488372093
13,20.0
36,46.18348623853211
65,46.18348623853211
41,31.813953488372093
60,46.18348623853211
45,46.18348623853211
48,46.18348623853211
47,46.18348623853211
22,31.813953488372093
38,31.813953488372093
41,46.18348623853211
47,46.18348623853211
52,46.18348623853211
46,46.18348623853211
34,34.0
34,46.18348623853211
28,31.813953488372093
25,20.0
48,46.18348623853211
73,68.8
18,8.4
55,46.18348623853211
65,46.18348623853211
47,46.18348623853211
23,31.813953488372093
50,46.18348623853211
71,71.0
28,46.18348623853211
19,24.0
39,46.18348623853211
73,68.8
34,46.18348623853211
24,31.813953488372093
49,46.18348623853211
62,46.18348623853211
36,46.18348623853211
29,31.813953488372093
52,42.0
62,24.75
13,24.75
50,46.18348623853211
44,46.18348623853211
18,22.0
65,46.18348623853211
65,46.18348623853211
19,31.813953488372093
25,31.813953488372093
51,46.18348623853211
55,46.18348623853211
30,31.813953488372093
36,46.18348623853211
52,31.813953488372093
47,31.813953488372093
20,34.0
54,46.18348623853211
56,46.18348623853211
23,46.18348623853211
44,46.18348623853211
71,71.0
29,31.813953488372093
28,31.813953488372093
37,42.666666666666664
18,31.813953488372093
25,20.0
49,46.18348623853211
39,46.18348623853211
47,46.18348623853211
48,31.813953488372093
47,46.18348623853211
49,46.18348623853211
34,27.0
61,46.18348623853211
29,31.813953488372093
35,31.813953488372093
45,46.18348623853211
54,31.813953488372093
34,46.18348623853211
71,71.0
43,31.813953488372093
61,46.18348623853211
71,71.0
61,46.18348623853211
47,46.18348623853211
30,31.813953488372093
47,31.813953488372093
49,46.18348623853211
21,22.0
47,31.813953488372093
62,46.18348623853211
22,24.0
50,46.18348623853211
45,46.18348623853211
35,46.18348623853211
71,71.0
65,46.18348623853211
65,46.18348623853211
28,31.813953488372093
45,46.18348623853211
45,46.18348623853211
55,46.65384615384615
39,46.65384615384615
55,46.65384615384615
34,46.65384615384615
34,46.65384615384615
54,46.65384615384615
52,46.65384615384615
54,46.65384615384615
34,46.65384615384615
55,46.65384615384615
17,22.0
34,32.78947368421053
47,46.65384615384615
73,67.0
29,42.0
73,67.0
25,12.0
28,46.65384615384615
48,46.65384615384615
73,67.0
4,20.0
45,45.0
65,46.65384615384615
45,46.65384615384615
48,46.65384615384615
56,46.65384615384615
39,46.65384615384615
2,7.818181818181818
11,7.818181818181818
54,46.65384615384615
52,46.65384615384615
39,46.65384615384615
39,32.78947368421053
48,46.65384615384615
48,46.65384615384615
48,46.65384615384615
39,46.65384615384615
35,46.65384615384615
56,46.65384615384615
33,46.65384615384615
55,46.65384615384615
49,46.65384615384615
28,32.78947368421053
49,46.65384615384615
39,39.0
48,46.65384615384615
33,46.65384615384615
26,32.78947368421053
4,22.0
49,46.65384615384615
61,46.65384615384615
19,32.78947368421053
39,46.65384615384615
55,46.65384615384615
44,42.0
55,46.65384615384615
55,46.65384615384615
56,46.65384615384615
7,7.818181818181818
55,42.0
28,46.65384615384615
15,20.0
22,32.78947368421053
54,46.65384615384615
5,7.818181818181818
33,46.65384615384615
54,46.65384615384615
24,24.0
18,7.818181818181818
9,22.0
54,46.65384615384615
47,46.65384615384615
55,46.65384615384615
52,46.65384615384615
33,46.65384615384615
50,46.65384615384615
65,46.65384615384615
65,46.65384615384615
39,46.65384615384615
36,46.65384615384615
29,32.78947368421053
25,24.0
13,7.818181818181818
33,46.65384615384615
42,22.0
56,46.65384615384615
61,46.65384615384615
23,24.75
19,22.333333333333332
7,7.818181818181818
45,46.65384615384615
50,46.65384615384615
50,46.65384615384615
47,46.65384615384615
26,46.65384615384615
19,32.78947368421053
56,32.78947368421053
52,46.65384615384615
28,46.65384615384615
28,32.78947368421053
22,32.78947368421053
23,46.65384615384615
39,32.78947368421053
6,7.818181818181818
71,71.0
32,46.65384615384615
26,22.0
19,32.78947368421053
29,32.78947368421053
13,20.0
36,46.65384615384615
65,46.65384615384615
41,32.78947368421053
60,46.65384615384615
45,46.65384615384615
48,46.65384615384615
47,46.65384615384615
22,32.78947368421053
38,32.78947368421053
41,46.65384615384615
47,46.65384615384615
52,46.65384615384615
46,46.65384615384615
34,34.0
34,46.65384615384615
28,32.78947368421053
25,20.0
48,46.65384615384615
73,67.0
18,7.818181818181818
55,46.65384615384615
65,46.65384615384615
47,46.65384615384615
23,32.78947368421053
50,46.65384615384615
71,71.0
28,46.65384615384615
19,24.0
39,46.65384615384615
73,67.0
34,46.65384615384615
24,32.78947368421053
49,46.65384615384615
62,46.65384615384615
36,46.65384615384615
29,32.78947368421053
52,42.0
62,24.75
13,24.75
50,46.65384615384615
44,46.65384615384615
18,22.0
65,46.65384615384615
65,46.65384615384615
19,32.78947368421053
25,32.78947368421053
51,46.65384615384615
55,46.65384615384615
30,32.78947368421053
36,46.65384615384615
52,32.78947368421053
47,32.78947368421053
20,34.0
54,46.65384615384615
56,46.65384615384615
23,46.65384615384615
44,46.65384615384615
71,71.0
29,32.78947368421053
28,32.78947368421053
37,42.666666666666664
18,32.78947368421053
25,20.0
49,46.65384615384615
68,68.0
68,68.0
39,46.65384615384615
47,46.65384615384615
48,32.78947368421053
47,46.65384615384615
49,46.65384615384615
16,16.0
34,22.333333333333332
61,46.65384615384615
29,32.78947368421053
35,32.78947368421053
45,46.65384615384615
54,32.78947368421053
68,68.0
34,46.65384615384615
71,71.0
43,32.78947368421053
61,46.65384615384615
71,71.0
61,46.65384615384615
47,46.65384615384615
30,32.78947368421053
47,32.78947368421053
49,46.65384615384615
21,22.0
47,32.78947368421053
62,46.65384615384615
22,24.0
50,46.65384615384615
45,46.65384615384615
35,46.65384615384615
71,71.0
65,46.65384615384615
65,46.65384615384615
68,68.0
28,32.78947368421053
45,46.65384615384615
45,46.65384615384615
82,67.75
61,46.65384615384615
62,46.65384615384615
15,20.75
62,46.65384615384615
34,67.0
82,67.75
82,67.75
47,46.65384615384615
55,46.65384615384615
23,32.78947368421053
61,46.65384615384615
20,20.75
35,32.78947368421053
34,46.65384615384615
31,32.78947368421053
47,46.65384615384615
64,68.0
82,67.75
22,12.0
31,32.78947368421053
35,32.78947368421053
31,32.78947368421053
82,67.75
30,32.78947368421053
48,32.78947368421053
10,32.78947368421053
32,22.333333333333332
40,46.65384615384615
47,46.65384615384615
43,32.78947368421053
12,32.78947368421053
38,46.65384615384615
61,46.65384615384615
65,68.0
61,46.65384615384615
49,67.0
76,68.0
69,46.65384615384615
68,68.0
43,32.78947368421053
82,67.75
68,68.0
39,46.65384615384615
34,46.65384615384615
68,68.0
55,46.54109589041096
39,46.54109589041096
55,46.54109589041096
34,46.54109589041096
34,46.54109589041096
54,46.54109589041096
52,46.54109589041096
54,46.54109589041096
34,46.54109589041096
55,46.54109589041096
17,22.0
34,33.8
47,46.54109589041096
73,67.3076923076923
29,42.0
73,67.3076923076923
25,12.0
28,46.54109589041096
48,46.54109589041096
73,67.3076923076923
4,20.0
45,45.0
65,46.54109589041096
45,46.54109589041096
48,46.54109589041096
56,46.54109589041096
39,46.54109589041096
2,7.833333333333333
11,7.833333333333333
54,46.54109589041096
52,46.54109589041096
39,46.54109589041096
39,33.8
48,46.54109589041096
48,46.54109589041096
48,46.54109589041096
39,46.54109589041096
35,46.54109589041096
56,46.54109589041096
33,46.54109589041096
55,46.54109589041096
49,46.54109589041096
28,33.8
49,46.54109589041096
39,39.0
48,46.54109589041096
33,46.54109589041096
26,33.8
4,22.0
49,46.54109589041096
61,46.54109589041096
19,33.8
39,46.54109589041096
55,46.54109589041096
44,42.0
55,46.54109589041096
55,46.54109589041096
56,46.54109589041096
7,7.833333333333333
55,42.0
28,46.54109589041096
15,20.0
22,33.8
54,46.54109589041096
5,7.833333333333333
33,46.54109589041096
54,46.54109589041096
24,24.0
18,7.833333333333333
9,22.0
54,46.54109589041096
47,46.54109589041096
55,46.54109589041096
52,46.54109589041096
33,46.54109589041096
50,46.54109589041096
65,46.54109589041096
65,46.54109589041096
39,46.54109589041096
36,46.54109589041096
29,33.8
25,24.0
13,7.833333333333333
33,46.54109589041096
42,22.0
56,46.54109589041096
61,46.54109589041096
23,27.4
19,22.333333333333332
7,7.833333333333333
45,46.54109589041096
50,46.54109589041096
50,46.54109589041096
47,46.54109589041096
26,46.54109589041096
19,33.8
56,33.8
52,46.54109589041096
28,46.54109589041096
28,33.8
22,33.8
23,46.54109589041096
39,33.8
6,7.833333333333333
71,71.0
32,46.54109589041096
26,22.0
19,33.8
29,33.8
13,20.0
36,46.54109589041096
65,46.54109589041096
41,33.8
60,46.54109589041096
45,46.54109589041096
48,46.54109589041096
47,46.54109589041096
22,33.8
38,33.8
41,46.54109589041096
47,46.54109589041096
52,46.54109589041096
46,46.54109589041096
34,29.333333333333332
34,46.54109589041096
28,33.8
25,20.0
48,46.54109589041096
73,67.3076923076923
18,7.833333333333333
55,46.54109589041096
65,46.54109589041096
47,46.54109589041096
23,33.8
50,46.54109589041096
71,71.0
28,46.54109589041096
19,24.0
39,46.54109589041096
73,67.3076923076923
34,46.54109589041096
24,33.8
49,46.54109589041096
62,46.54109589041096
36,46.54109589041096
29,33.8
52,42.0
62,27.4
13,27.4
50,46.54109589041096
44,46.54109589041096
18,22.0
65,46.54109589041096
65,46.54109589041096
19,33.8
25,33.8
51,46.54109589041096
55,46.54109589041096
30,33.8
36,46.54109589041096
52,33.8
47,33.8
20,29.333333333333332
54,46.54109589041096
56,46.54109589041096
23,46.54109589041096
44,46.54109589041096
71,71.0
29,33.8
28,33.8
37,42.666666666666664
18,33.8
25,20.0
49,46.54109589041096
68,67.125
68,67.125
39,46.54109589041096
47,46.54109589041096
48,33.8
47,46.54109589041096
49,46.54109589041096
16,16.0
34,22.333333333333332
61,46.54109589041096
29,33.8
35,33.8
45,46.54109589041096
54,33.8
68,67.125
34,46.54109589041096
71,71.0
43,33.8
61,46.54109589041096
71,71.0
61,46.54109589041096
47,46.54109589041096
30,33.8
47,33.8
49,46.54109589041096
21,22.0
47,33.8
62,46.54109589041096
22,24.0
50,46.54109589041096
45,46.54109589041096
35,46.54109589041096
71,71.0
65,46.54109589041096
65,46.54109589041096
68,67.125
28,33.8
45,46.54109589041096
45,46.54109589041096
82,65.875
61,46.54109589041096
62,46.54109589041096
15,22.333333333333332
62,46.54109589041096
34,67.3076923076923
82,65.875
82,65.875
47,46.54109589041096
55,46.54109589041096
23,33.8
61,46.54109589041096
20,22.333333333333332
35,33.8
34,46.54109589041096
31,33.8
47,46.54109589041096
64,67.125
82,65.875
22,12.0
31,33.8
35,33.8
31,33.8
82,65.875
30,33.8
48,33.8
10,33.8
32,22.333333333333332
40,46.54109589041096
47,46.54109589041096
43,33.8
12,33.8
38,46.54109589041096
61,46.54109589041096
65,67.125
61,46.54109589041096
49,67.3076923076923
76,67.125
69,46.54109589041096
68,67.125
43,33.8
82,65.875
68,67.125
39,46.54109589041096
34,46.54109589041096
68,67.125
60,46.54109589041096
19,22.333333333333332
45,46.54109589041096
48,46.54109589041096
66,46.54109589041096
49,67.3076923076923
26,33.8
49,46.54109589041096
62,46.54109589041096
48,46.54109589041096
36,46.54109589041096
12,21.0
58,46.54109589041096
35,33.8
23,33.8
27,65.875
45,46.54109589041096
43,33.8
37,46.54109589041096
27,33.8
56,46.54109589041096
48,46.54109589041096
51,67.125
56,67.125
28,33.8
25,33.8
71,46.54109589041096
65,67.125
65,67.125
58,46.54109589041096
65,46.54109589041096
54,33.8
43,46.54109589041096
49,46.54109589041096
56,33.8
16,46.54109589041096
31,46.54109589041096
25,33.8
34,46.54109589041096
30,65.875
64,67.125
76,67.125
62,46.54109589041096
22,38.0
18,33.8
41,33.8
20,33.8
71,46.54109589041096
55,47.176829268292686
39,47.176829268292686
55,47.176829268292686
34,47.176829268292686
34,47.176829268292686
54,47.176829268292686
52,47.176829268292686
54,47.176829268292686
34,47.176829268292686
55,47.176829268292686
17,22.0
34,34.28378378378378
47,47.176829268292686
73,65.42857142857143
29,42.0
73,65.42857142857143
25,12.0
28,47.176829268292686
48,47.176829268292686
73,65.42857142857143
4,20.0
45,45.0
65,47.176829268292686
45,47.176829268292686
48,47.176829268292686
56,47.176829268292686
39,47.176829268292686
2,7.833333333333333
11,7.833333333333333
54,47.176829268292686
52,47.176829268292686
39,47.176829268292686
39,34.28378378378378
48,47.176829268292686
48,47.176829268292686
48,47.176829268292686
39,47.176829268292686
35,47.176829268292686
56,47.176829268292686
33,47.176829268292686
55,47.176829268292686
49,47.176829268292686
28,34.28378378378378
49,47.176829268292686
39,39.0
48,47.176829268292686
33,47.176829268292686
26,34.28378378378378
4,22.0
49,47.176829268292686
61,47.176829268292686
19,34.28378378378378
39,47.176829268292686
55,47.176829268292686
44,42.0
55,47.176829268292686
55,47.176829268292686
56,47.176829268292686
7,7.833333333333333
55,42.0
28,47.176829268292686
15,20.0
22,34.28378378378378
54,47.176829268292686
5,7.833333333333333
33,47.176829268292686
54,47.176829268292686
24,24.0
18,7.833333333333333
9,22.0
54,47.176829268292686
47,47.176829268292686
55,47.176829268292686
52,47.176829268292686
33,47.176829268292686
50,47.176829268292686
65,47.176829268292686
65,47.176829268292686
39,47.176829268292686
36,47.176829268292686
29,34.28378378378378
25,24.0
13,7.833333333333333
33,47.176829268292686
42,22.0
56,47.176829268292686
61,47.176829268292686
23,30.166666666666668
19,25.25
7,7.833333333333333
45,47.176829268292686
50,47.176829268292686
50,47.176829268292686
47,47.176829268292686
26,47.176829268292686
19,34.28378378378378
56,34.28378378378378
52,47.176829268292686
28,47.176829268292686
28,34.28378378378378
22,34.28378378378378
23,47.176829268292686
39,34.28378378378378
6,7.833333333333333
71,71.0
32,47.176829268292686
26,22.0
19,34.28378378378378
29,34.28378378378378
13,20.0
36,47.176829268292686
65,47.176829268292686
41,34.28378378378378
60,47.176829268292686
45,47.176829268292686
48,47.176829268292686
47,47.176829268292686
22,34.28378378378378
38,34.28378378378378
41,47.176829268292686
47,47.176829268292686
52,47.176829268292686
46,47.176829268292686
34,29.333333333333332
34,47.176829268292686
28,34.28378378378378
25,20.0
48,47.176829268292686
73,65.42857142857143
18,7.833333333333333
55,47.176829268292686
65,47.176829268292686
47,47.176829268292686
23,34.28378378378378
50,47.176829268292686
71,71.0
28,47.176829268292686
19,24.0
39,47.176829268292686
73,65.42857142857143
34,47.176829268292686
24,34.28378378378378
49,47.176829268292686
62,47.176829268292686
36,47.176829268292686
29,34.28378378378378
52,42.0
62,30.166666666666668
13,30.166666666666668
50,47.176829268292686
44,47.176829268292686
18,22.0
65,47.176829268292686
65,47.176829268292686
19,34.28378378378378
25,34.28378378378378
51,47.176829268292686
55,47.176829268292686
30,34.28378378378378
36,47.176829268292686
52,34.28378378378378
47,34.28378378378378
20,29.333333333333332
54,47.176829268292686
56,47.176829268292686
23,47.176829268292686
44,47.176829268292686
71,71.0
29,34.28378378378378
28,34.28378378378378
37,42.666666666666664
18,34.28378378378378
25,20.0
49,47.176829268292686
68,67.0
68,67.0
39,47.176829268292686
47,47.176829268292686
73,73.0
48,34.28378378378378
47,47.176829268292686
49,47.176829268292686
16,16.0
34,25.25
61,47.176829268292686
29,34.28378378378378
35,34.28378378378378
45,47.176829268292686
54,34.28378378378378
68,67.0
34,47.176829268292686
71,71.0
43,34.28378378378378
61,47.176829268292686
71,71.0
61,47.176829268292686
47,47.176829268292686
30,34.28378378378378
47,34.28378378378378
49,47.176829268292686
21,22.0
47,34.28378378378378
62,47.176829268292686
22,24.0
50,47.176829268292686
45,47.176829268292686
35,47.176829268292686
71,71.0
65,47.176829268292686
65,47.176829268292686
68,67.0
28,34.28378378378378
45,47.176829268292686
45,47.176829268292686
82,61.333333333333336
61,47.176829268292686
62,47.176829268292686
15,22.428571428571427
62,47.176829268292686
34,65.42857142857143
82,61.333333333333336
82,61.333333333333336
47,47.176829268292686
55,47.176829268292686
23,34.28378378378378
61,47.176829268292686
20,22.428571428571427
35,34.28378378378378
34,47.176829268292686
31,34.28378378378378
47,47.176829268292686
64,67.0
82,61.333333333333336
22,12.0
31,34.28378378378378
35,34.28378378378378
31,34.28378378378378
82,61.333333333333336
30,34.28378378378378
48,34.28378378378378
10,34.28378378378378
32,25.25
40,47.176829268292686
47,47.176829268292686
43,34.28378378378378
12,34.28378378378378
38,47.176829268292686
61,47.176829268292686
65,67.0
61,47.176829268292686
49,65.42857142857143
76,67.0
69,47.176829268292686
68,67.0
43,34.28378378378378
82,61.333333333333336
68,67.0
39,47.176829268292686
34,47.176829268292686
68,67.0
60,47.176829268292686
19,22.428571428571427
45,47.176829268292686
48,47.176829268292686
66,47.176829268292686
49,65.42857142857143
26,34.28378378378378
49,47.176829268292686
62,47.176829268292686
48,47.176829268292686
36,47.176829268292686
12,21.0
58,47.176829268292686
35,34.28378378378378
23,34.28378378378378
27,61.333333333333336
45,47.176829268292686
43,34.28378378378378
37,47.176829268292686
27,34.28378378378378
56,47.176829268292686
48,47.176829268292686
51,67.0
56,67.0
28,34.28378378378378
25,34.28378378378378
27,31.0
71,47.176829268292686
65,67.0
65,67.0
58,47.176829268292686
65,47.176829268292686
54,34.28378378378378
43,47.176829268292686
49,47.176829268292686
56,34.28378378378378
16,47.176829268292686
31,47.176829268292686
25,34.28378378378378
34,47.176829268292686
30,61.333333333333336
64,67.0
76,67.0
62,47.176829268292686
22,38.0
18,34.28378378378378
41,34.28378378378378
20,34.28378378378378
71,47.176829268292686
42,47.176829268292686
58,47.176829268292686
62,47.176829268292686
59,47.176829268292686
32,47.176829268292686
46,34.28378378378378
82,61.333333333333336
52,34.28378378378378
45,47.176829268292686
46,45.857142857142854
55,67.0
82,61.333333333333336
62,47.176829268292686
27,61.333333333333336
27,30.166666666666668
29,34.28378378378378
24,22.428571428571427
34,47.176829268292686
35,30.166666666666668
66,47.176829268292686
22,22.428571428571427
65,47.176829268292686
70,67.0
70,67.0
76,67.0
35,22.428571428571427
17,30.166666666666668
49,47.176829268292686
19,29.333333333333332
53,34.28378378378378
41,34.28378378378378
45,47.176829268292686
31,31.0
72,67.0
54,47.176829268292686
34,47.176829268292686
31,47.176829268292686
82,61.333333333333336
36,47.176829268292686
82,61.333333333333336
45,47.176829268292686
54,47.176829268292686
55,47.81283422459893
39,47.81283422459893
55,47.81283422459893
34,47.81283422459893
34,47.81283422459893
54,47.81283422459893
52,47.81283422459893
54,47.81283422459893
34,47.81283422459893
55,47.81283422459893
17,22.0
34,34.55421686746988
47,47.81283422459893
73,65.4
29,42.0
73,65.4
25,12.0
28,47.81283422459893
48,47.81283422459893
73,65.4
4,20.0
45,45.0
65,47.81283422459893
45,47.81283422459893
48,47.81283422459893
56,47.81283422459893
39,47.81283422459893
2,7.833333333333333
11,7.833333333333333
54,47.81283422459893
52,47.81283422459893
39,47.81283422459893
39,34.55421686746988
48,47.81283422459893
48,47.81283422459893
48,47.81283422459893
39,47.81283422459893
35,47.81283422459893
56,47.81283422459893
33,47.81283422459893
55,47.81283422459893
