actual,prediction
82,68.0
60,61.10769230769231
40,37.663636363636364
58,51.504398826979475
57,37.663636363636364
64,61.10769230769231
36,51.504398826979475
82,68.0
57,37.663636363636364
71,51.504398826979475
23,37.663636363636364
38,51.504398826979475
54,51.504398826979475
65,65.82352941176471
18,43.056338028169016
68,51.504398826979475
51,40.4
40,37.663636363636364
45,51.504398826979475
76,61.10769230769231
34,51.504398826979475
58,51.504398826979475
48,37.663636363636364
48,37.663636363636364
71,51.504398826979475
36,40.4
73,65.82352941176471
51,37.663636363636364
62,51.504398826979475
73,61.10769230769231
37,26.16
30,37.663636363636364
36,51.504398826979475
73,54.75675675675676
74,30.8
40,37.663636363636364
45,51.504398826979475
52,61.10769230769231
38,37.663636363636364
43,61.10769230769231
27,26.16
72,61.10769230769231
33,37.663636363636364
36,51.504398826979475
43,37.663636363636364
30,37.663636363636364
39,43.056338028169016
54,51.504398826979475
65,65.82352941176471
8,30.0
71,51.504398826979475
60,43.09090909090909
57,37.663636363636364
40,37.663636363636364
41,51.504398826979475
71,51.504398826979475
52,46.4
38,37.663636363636364
58,51.504398826979475
52,61.10769230769231
46,37.663636363636364
46,37.663636363636364
60,51.504398826979475
48,51.504398826979475
61,51.504398826979475
40,40.4
36,43.056338028169016
35,26.16
21,37.663636363636364
66,54.75675675675676
43,40.4
66,51.504398826979475
21,26.16
66,54.75675675675676
27,26.16
64,61.10769230769231
73,61.10769230769231
60,43.09090909090909
36,26.16
47,51.504398826979475
30,43.056338028169016
59,51.504398826979475
48,61.10769230769231
41,54.75675675675676
65,61.10769230769231
30,12.0
20,26.16
22,40.4
22,26.16
30,26.16
38,37.663636363636364
52,61.10769230769231
73,65.82352941176471
19,43.056338028169016
53,51.504398826979475
54,68.5
61,61.10769230769231
38,37.663636363636364
15,26.16
62,51.504398826979475
23,26.16
58,51.504398826979475
53,42.333333333333336
31,26.16
62,46.4
68,51.504398826979475
69,51.504398826979475
32,43.5
39,40.4
61,51.504398826979475
27,26.16
64,43.056338028169016
39,43.056338028169016
63,51.504398826979475
76,61.10769230769231
51,42.333333333333336
85,73.36363636363636
26,26.16
48,43.09090909090909
60,51.504398826979475
55,51.504398826979475
7,26.16
27,24.0
53,61.10769230769231
66,54.75675675675676
27,26.16
49,25.0
47,43.056338028169016
73,54.75675675675676
40,51.504398826979475
68,51.504398826979475
48,37.663636363636364
68,68.0
69,61.10769230769231
71,51.504398826979475
40,40.4
9,24.0
26,43.056338028169016
54,51.504398826979475
48,43.09090909090909
61,51.504398826979475
40,51.504398826979475
69,51.504398826979475
67,61.10769230769231
66,54.75675675675676
38,37.663636363636364
54,51.504398826979475
22,42.333333333333336
71,61.10769230769231
5,26.16
45,51.504398826979475
50,51.504398826979475
48,51.504398826979475
55,51.504398826979475
33,26.16
36,51.504398826979475
40,26.16
32,43.056338028169016
50,51.504398826979475
78,73.36363636363636
47,43.056338028169016
59,51.504398826979475
62,51.504398826979475
39,61.10769230769231
56,61.10769230769231
29,26.16
32,43.5
32,43.056338028169016
73,61.10769230769231
27,26.16
66,61.10769230769231
48,51.504398826979475
73,65.82352941176471
31,61.10769230769231
57,51.504398826979475
64,43.056338028169016
56,61.10769230769231
55,51.504398826979475
53,61.10769230769231
62,73.36363636363636
52,61.10769230769231
55,51.504398826979475
58,51.504398826979475
49,51.504398826979475
57,51.504398826979475
46,43.09090909090909
68,68.0
66,43.056338028169016
30,54.75675675675676
57,43.056338028169016
40,37.663636363636364
48,61.10769230769231
58,61.10769230769231
58,51.504398826979475
57,61.10769230769231
41,54.75675675675676
62,43.056338028169016
58,51.504398826979475
71,51.504398826979475
50,43.09090909090909
47,43.056338028169016
61,51.504398826979475
12,26.16
40,51.504398826979475
41,61.10769230769231
54,61.10769230769231
62,73.36363636363636
41,37.663636363636364
53,37.0
73,54.75675675675676
30,25.5
55,61.10769230769231
57,43.056338028169016
27,26.16
47,51.504398826979475
50,51.504398826979475
63,61.10769230769231
42,54.75675675675676
73,61.10769230769231
63,61.10769230769231
45,51.504398826979475
68,68.0
45,43.056338028169016
73,54.75675675675676
21,26.16
16,26.16
62,61.10769230769231
60,51.504398826979475
48,51.504398826979475
67,51.504398826979475
52,51.504398826979475
39,51.504398826979475
66,51.504398826979475
53,51.504398826979475
50,43.056338028169016
50,51.504398826979475
39,55.0
77,61.10769230769231
66,68.5
41,61.10769230769231
66,51.504398826979475
41,26.16
57,26.16
49,61.10769230769231
35,26.16
33,26.16
61,54.75675675675676
50,51.504398826979475
23,26.16
61,51.504398826979475
57,26.16
58,51.504398826979475
61,51.504398826979475
54,51.504398826979475
42,43.056338028169016
61,51.504398826979475
54,51.504398826979475
38,43.056338028169016
45,54.75675675675676
62,61.10769230769231
52,61.10769230769231
26,61.10769230769231
33,26.16
59,51.504398826979475
57,51.504398826979475
47,51.504398826979475
56,71.0
56,51.504398826979475
38,43.056338028169016
51,61.10769230769231
29,40.4
57,43.056338028169016
66,61.10769230769231
73,61.10769230769231
45,61.10769230769231
70,61.10769230769231
73,61.10769230769231
47,51.504398826979475
48,61.10769230769231
52,61.10769230769231
73,54.75675675675676
23,26.16
61,51.504398826979475
50,51.504398826979475
68,68.0
53,51.504398826979475
51,51.504398826979475
42,43.09090909090909
70,54.75675675675676
50,51.504398826979475
61,51.504398826979475
71,61.10769230769231
50,37.6
54,61.10769230769231
27,26.16
49,43.056338028169016
50,43.056338028169016
27,43.056338028169016
42,43.09090909090909
40,51.504398826979475
50,43.056338028169016
60,51.504398826979475
73,61.10769230769231
61,51.504398826979475
48,42.333333333333336
35,24.0
56,61.10769230769231
27,26.16
23,26.16
61,51.504398826979475
55,51.504398826979475
36,51.504398826979475
33,42.333333333333336
34,43.056338028169016
58,61.10769230769231
60,61.10769230769231
57,54.75675675675676
61,61.10769230769231
63,51.504398826979475
49,43.056338028169016
54,51.504398826979475
49,61.10769230769231
36,43.056338028169016
79,61.10769230769231
34,43.056338028169016
64,43.056338028169016
56,71.0
46,51.504398826979475
47,51.504398826979475
73,61.10769230769231
60,51.504398826979475
45,61.10769230769231
53,61.10769230769231
4,37.6
73,61.10769230769231
61,51.504398826979475
47,43.056338028169016
67,51.504398826979475
27,37.6
36,26.16
33,37.6
50,51.504398826979475
79,61.10769230769231
24,54.75675675675676
55,54.75675675675676
33,37.6
57,54.75675675675676
36,37.6
50,43.056338028169016
45,51.504398826979475
20,25.5
51,43.09090909090909
33,37.6
54,61.10769230769231
55,51.504398826979475
56,71.0
52,61.10769230769231
68,68.0
52,61.10769230769231
57,43.056338028169016
54,51.504398826979475
47,46.4
32,37.663636363636364
46,51.504398826979475
68,61.10769230769231
41,43.5
52,46.4
65,61.10769230769231
66,68.5
54,61.10769230769231
82,68.0
70,54.75675675675676
40,26.16
43,61.10769230769231
50,43.056338028169016
40,43.056338028169016
48,43.056338028169016
41,43.5
34,45.0
67,61.10769230769231
62,61.10769230769231
51,51.504398826979475
39,51.504398826979475
59,51.504398826979475
22,26.16
37,51.504398826979475
30,26.16
69,73.36363636363636
62,61.10769230769231
32,61.10769230769231
73,54.75675675675676
71,51.504398826979475
51,51.504398826979475
47,51.504398826979475
49,43.056338028169016
62,61.10769230769231
44,51.504398826979475
39,61.10769230769231
58,42.333333333333336
51,61.10769230769231
42,61.10769230769231
55,43.5
52,61.10769230769231
56,61.10769230769231
63,51.504398826979475
60,61.10769230769231
37,26.16
74,61.10769230769231
48,43.056338028169016
40,51.504398826979475
63,61.10769230769231
59,51.504398826979475
62,61.10769230769231
73,65.82352941176471
46,43.09090909090909
65,61.10769230769231
57,51.504398826979475
32,43.056338028169016
51,51.504398826979475
41,43.5
64,61.10769230769231
69,51.504398826979475
60,61.10769230769231
24,54.75675675675676
79,61.10769230769231
73,61.10769230769231
46,61.10769230769231
74,61.10769230769231
48,51.504398826979475
47,51.504398826979475
69,51.504398826979475
69,51.504398826979475
69,51.504398826979475
39,51.504398826979475
61,51.504398826979475
38,61.10769230769231
33,26.16
76,61.10769230769231
58,61.10769230769231
56,54.75675675675676
30,26.16
62,61.10769230769231
52,61.10769230769231
50,51.504398826979475
59,61.10769230769231
69,73.36363636363636
59,51.504398826979475
65,61.10769230769231
55,51.504398826979475
29,25.5
57,43.056338028169016
32,61.10769230769231
67,51.504398826979475
25,25.5
48,54.75675675675676
58,61.10769230769231
46,36.875
64,43.09090909090909
62,61.10769230769231
49,54.75675675675676
43,61.10769230769231
26,26.16
69,61.10769230769231
55,68.5
57,51.504398826979475
56,43.056338028169016
33,61.10769230769231
41,37.6
58,61.10769230769231
47,40.4
65,61.10769230769231
32,37.6
55,51.504398826979475
51,54.75675675675676
65,61.10769230769231
33,61.10769230769231
37,51.504398826979475
62,61.10769230769231
59,51.504398826979475
69,51.504398826979475
58,37.6
55,37.6
28,26.16
59,51.504398826979475
69,51.504398826979475
63,61.10769230769231
56,54.75675675675676
39,37.6
36,37.6
36,51.504398826979475
71,51.504398826979475
35,54.75675675675676
54,51.504398826979475
56,61.10769230769231
73,61.10769230769231
70,54.75675675675676
60,43.09090909090909
50,61.10769230769231
68,61.10769230769231
52,61.10769230769231
55,37.6
51,61.10769230769231
58,61.10769230769231
59,61.10769230769231
62,73.36363636363636
39,51.504398826979475
41,61.10769230769231
56,54.75675675675676
32,37.6
50,61.10769230769231
43,37.6
47,51.504398826979475
67,61.10769230769231
34,54.75675675675676
70,54.75675675675676
45,51.504398826979475
70,61.10769230769231
44,51.504398826979475
65,61.10769230769231
23,54.75675675675676
53,61.10769230769231
61,51.504398826979475
36,61.10769230769231
55,51.70949720670391
39,51.70949720670391
55,51.70949720670391
34,51.70949720670391
34,51.70949720670391
54,51.70949720670391
52,51.70949720670391
54,51.70949720670391
34,51.70949720670391
55,51.70949720670391
17,22.0
34,37.828828828828826
47,51.70949720670391
73,65.82352941176471
29,45.714285714285715
73,65.82352941176471
25,12.0
28,51.70949720670391
48,51.70949720670391
73,65.82352941176471
4,20.0
45,45.0
65,51.70949720670391
45,51.70949720670391
48,51.70949720670391
56,51.70949720670391
39,51.70949720670391
2,7.833333333333333
11,7.833333333333333
54,51.70949720670391
52,51.70949720670391
39,51.70949720670391
39,37.828828828828826
48,51.70949720670391
48,51.70949720670391
48,51.70949720670391
39,51.70949720670391
35,51.70949720670391
56,51.70949720670391
33,51.70949720670391
55,51.70949720670391
49,51.70949720670391
28,37.828828828828826
49,51.70949720670391
39,39.0
48,51.70949720670391
33,51.70949720670391
26,37.828828828828826
4,22.0
49,51.70949720670391
61,51.70949720670391
19,37.828828828828826
39,51.70949720670391
55,51.70949720670391
44,45.714285714285715
55,51.70949720670391
55,51.70949720670391
56,51.70949720670391
7,7.833333333333333
55,45.714285714285715
28,51.70949720670391
15,20.0
22,37.828828828828826
54,51.70949720670391
5,7.833333333333333
33,51.70949720670391
54,51.70949720670391
24,24.0
18,7.833333333333333
9,22.0
54,51.70949720670391
47,51.70949720670391
55,51.70949720670391
52,51.70949720670391
33,51.70949720670391
50,51.70949720670391
65,51.70949720670391
65,51.70949720670391
39,51.70949720670391
36,51.70949720670391
29,37.828828828828826
25,24.0
13,7.833333333333333
33,51.70949720670391
42,22.0
56,51.70949720670391
61,51.70949720670391
23,43.270270270270274
19,25.4
7,7.833333333333333
45,51.70949720670391
50,51.70949720670391
50,51.70949720670391
47,51.70949720670391
26,51.70949720670391
19,37.828828828828826
56,37.828828828828826
52,51.70949720670391
28,51.70949720670391
28,37.828828828828826
22,37.828828828828826
23,51.70949720670391
39,37.828828828828826
6,7.833333333333333
71,71.0
32,51.70949720670391
26,22.0
19,37.828828828828826
29,37.828828828828826
13,20.0
36,51.70949720670391
65,51.70949720670391
41,37.828828828828826
60,51.70949720670391
45,51.70949720670391
48,51.70949720670391
47,51.70949720670391
22,37.828828828828826
38,37.828828828828826
41,51.70949720670391
47,51.70949720670391
52,51.70949720670391
46,51.70949720670391
34,30.8
34,51.70949720670391
28,37.828828828828826
25,20.0
48,51.70949720670391
73,65.82352941176471
18,7.833333333333333
55,51.70949720670391
65,51.70949720670391
47,51.70949720670391
23,37.828828828828826
50,51.70949720670391
71,71.0
28,51.70949720670391
19,24.0
39,51.70949720670391
73,65.82352941176471
34,51.70949720670391
24,37.828828828828826
49,51.70949720670391
62,51.70949720670391
36,51.70949720670391
29,37.828828828828826
52,45.714285714285715
62,43.270270270270274
13,43.270270270270274
50,51.70949720670391
44,51.70949720670391
18,22.0
65,51.70949720670391
65,51.70949720670391
19,37.828828828828826
25,37.828828828828826
51,51.70949720670391
55,51.70949720670391
30,37.828828828828826
36,51.70949720670391
52,37.828828828828826
47,37.828828828828826
20,30.8
54,51.70949720670391
56,51.70949720670391
23,51.70949720670391
44,51.70949720670391
71,71.0
29,37.828828828828826
28,37.828828828828826
37,46.4
18,37.828828828828826
25,20.0
49,51.70949720670391
68,61.00699300699301
68,61.00699300699301
39,51.70949720670391
47,51.70949720670391
73,55.8780487804878
48,37.828828828828826
49,68.5
47,51.70949720670391
49,51.70949720670391
16,16.0
34,25.4
61,51.70949720670391
29,37.828828828828826
35,37.828828828828826
45,51.70949720670391
54,37.828828828828826
68,61.00699300699301
34,51.70949720670391
71,71.0
43,37.828828828828826
61,51.70949720670391
71,71.0
61,51.70949720670391
47,51.70949720670391
30,37.828828828828826
47,37.828828828828826
29,37.0
49,51.70949720670391
21,22.0
47,37.828828828828826
62,51.70949720670391
22,24.0
50,51.70949720670391
45,51.70949720670391
35,51.70949720670391
71,71.0
65,51.70949720670391
65,51.70949720670391
68,61.00699300699301
28,37.828828828828826
45,51.70949720670391
45,51.70949720670391
82,68.0
61,51.70949720670391
62,51.70949720670391
15,26.16
62,51.70949720670391
34,65.82352941176471
82,68.0
82,68.0
47,51.70949720670391
55,51.70949720670391
23,37.828828828828826
61,51.70949720670391
20,26.16
35,37.828828828828826
34,51.70949720670391
31,37.828828828828826
47,51.70949720670391
64,61.00699300699301
82,68.0
22,12.0
31,37.828828828828826
35,37.828828828828826
31,37.828828828828826
82,68.0
30,37.828828828828826
48,37.828828828828826
10,37.828828828828826
32,25.4
40,51.70949720670391
47,51.70949720670391
43,37.828828828828826
12,37.828828828828826
38,51.70949720670391
61,51.70949720670391
29,19.5
65,61.00699300699301
61,51.70949720670391
49,65.82352941176471
76,61.00699300699301
69,51.70949720670391
68,61.00699300699301
43,37.828828828828826
82,68.0
68,61.00699300699301
39,51.70949720670391
34,51.70949720670391
68,61.00699300699301
60,51.70949720670391
19,26.16
45,51.70949720670391
48,51.70949720670391
66,51.70949720670391
49,65.82352941176471
26,37.828828828828826
49,51.70949720670391
62,51.70949720670391
48,51.70949720670391
36,51.70949720670391
12,21.0
58,51.70949720670391
35,37.828828828828826
23,37.828828828828826
27,68.0
45,51.70949720670391
43,37.828828828828826
37,51.70949720670391
27,37.828828828828826
56,51.70949720670391
48,51.70949720670391
51,61.00699300699301
56,61.00699300699301
28,37.828828828828826
25,37.828828828828826
27,36.42857142857143
71,51.70949720670391
65,61.00699300699301
65,61.00699300699301
58,51.70949720670391
65,51.70949720670391
54,37.828828828828826
43,51.70949720670391
49,51.70949720670391
56,37.828828828828826
16,51.70949720670391
31,51.70949720670391
25,37.828828828828826
34,51.70949720670391
30,68.0
64,61.00699300699301
76,61.00699300699301
62,51.70949720670391
22,30.0
18,37.828828828828826
41,37.828828828828826
20,37.828828828828826
71,51.70949720670391
42,51.70949720670391
58,51.70949720670391
62,51.70949720670391
59,51.70949720670391
32,51.70949720670391
46,37.828828828828826
82,68.0
52,37.828828828828826
45,51.70949720670391
46,40.4
55,61.00699300699301
82,68.0
62,51.70949720670391
27,68.0
27,43.270270270270274
29,37.828828828828826
24,26.16
34,51.70949720670391
35,43.270270270270274
66,51.70949720670391
22,26.16
65,51.70949720670391
70,61.00699300699301
70,61.00699300699301
62,74.07692307692308
76,61.00699300699301
35,26.16
17,43.270270270270274
49,51.70949720670391
19,30.8
53,37.828828828828826
41,37.828828828828826
45,51.70949720670391
31,36.42857142857143
72,61.00699300699301
54,51.70949720670391
34,51.70949720670391
31,51.70949720670391
82,68.0
35,37.0
36,51.70949720670391
82,68.0
45,51.70949720670391
54,51.70949720670391
46,37.828828828828826
42,51.70949720670391
71,61.00699300699301
57,37.828828828828826
61,51.70949720670391
48,37.828828828828826
73,55.8780487804878
29,37.828828828828826
25,43.270270270270274
42,51.70949720670391
16,26.16
76,61.00699300699301
62,51.70949720670391
50,43.270270270270274
82,68.0
71,51.70949720670391
54,37.828828828828826
49,61.00699300699301
19,22.0
59,51.70949720670391
54,51.70949720670391
19,51.70949720670391
48,26.16
48,51.70949720670391
45,51.70949720670391
39,37.828828828828826
66,51.70949720670391
14,26.16
58,51.70949720670391
59,51.70949720670391
59,51.70949720670391
50,40.4
43,61.00699300699301
52,46.4
58,51.70949720670391
50,51.70949720670391
57,37.828828828828826
65,51.70949720670391
60,51.70949720670391
25,26.16
62,51.70949720670391
24,37.828828828828826
18,21.0
58,51.70949720670391
48,37.828828828828826
67,61.00699300699301
62,51.70949720670391
45,51.70949720670391
68,51.70949720670391
61,61.00699300699301
25,21.0
35,43.270270270270274
71,61.00699300699301
46,37.828828828828826
59,37.828828828828826
66,51.70949720670391
31,51.70949720670391
33,37.828828828828826
33,26.16
38,43.270270270270274
41,51.70949720670391
55,55.0
27,26.16
46,40.4
54,51.70949720670391
47,43.270270270270274
68,51.70949720670391
23,26.16
76,61.00699300699301
57,51.70949720670391
52,37.828828828828826
31,61.00699300699301
65,65.82352941176471
82,68.0
60,61.00699300699301
40,37.828828828828826
58,51.70949720670391
57,37.828828828828826
64,61.00699300699301
36,51.70949720670391
82,68.0
57,37.828828828828826
71,51.70949720670391
23,37.828828828828826
38,51.70949720670391
54,51.70949720670391
65,65.82352941176471
18,43.270270270270274
68,51.70949720670391
51,40.4
40,37.828828828828826
45,51.70949720670391
76,61.00699300699301
34,51.70949720670391
58,51.70949720670391
48,37.828828828828826
48,37.828828828828826
71,51.70949720670391
36,40.4
73,65.82352941176471
51,37.828828828828826
62,51.70949720670391
73,61.00699300699301
37,26.16
30,37.828828828828826
36,51.70949720670391
73,55.8780487804878
74,30.8
40,37.828828828828826
45,51.70949720670391
52,61.00699300699301
38,37.828828828828826
43,61.00699300699301
27,26.16
72,61.00699300699301
33,37.828828828828826
36,51.70949720670391
43,37.828828828828826
30,37.828828828828826
39,43.270270270270274
54,51.70949720670391
65,65.82352941176471
8,30.0
71,51.70949720670391
60,45.714285714285715
57,37.828828828828826
40,37.828828828828826
41,51.70949720670391
71,51.70949720670391
52,46.4
38,37.828828828828826
58,51.70949720670391
52,61.00699300699301
46,37.828828828828826
46,37.828828828828826
60,51.70949720670391
48,51.70949720670391
61,51.70949720670391
40,40.4
36,43.270270270270274
35,26.16
21,37.828828828828826
66,55.8780487804878
43,40.4
66,51.70949720670391
21,26.16
66,55.8780487804878
27,26.16
64,61.00699300699301
73,61.00699300699301
60,45.714285714285715
36,26.16
47,51.70949720670391
30,43.270270270270274
59,51.70949720670391
48,61.00699300699301
41,55.8780487804878
65,61.00699300699301
30,12.0
20,26.16
22,40.4
22,26.16
30,26.16
38,37.828828828828826
52,61.00699300699301
73,65.82352941176471
19,43.270270270270274
53,51.70949720670391
54,68.5
61,61.00699300699301
38,37.828828828828826
15,26.16
62,51.70949720670391
23,26.16
58,51.70949720670391
53,42.333333333333336
31,26.16
62,46.4
68,51.70949720670391
69,51.70949720670391
32,43.5
39,40.4
61,51.70949720670391
27,26.16
64,43.270270270270274
39,43.270270270270274
63,51.70949720670391
76,61.00699300699301
51,42.333333333333336
85,74.07692307692308
26,26.16
48,45.714285714285715
60,51.70949720670391
55,51.70949720670391
7,26.16
27,24.0
53,61.00699300699301
66,55.8780487804878
27,26.16
49,25.0
47,43.270270270270274
73,55.8780487804878
40,51.70949720670391
68,51.70949720670391
48,37.828828828828826
68,68.0
69,61.00699300699301
71,51.70949720670391
40,40.4
9,24.0
26,43.270270270270274
54,51.70949720670391
48,45.714285714285715
61,51.70949720670391
40,51.70949720670391
69,51.70949720670391
67,61.00699300699301
66,55.8780487804878
38,37.828828828828826
54,51.70949720670391
22,42.333333333333336
71,61.00699300699301
5,26.16
45,51.70949720670391
50,51.70949720670391
48,51.70949720670391
55,51.70949720670391
33,26.16
36,51.70949720670391
40,26.16
32,43.270270270270274
50,51.70949720670391
78,74.07692307692308
47,43.270270270270274
59,51.70949720670391
62,51.70949720670391
39,61.00699300699301
56,61.00699300699301
29,26.16
32,43.5
32,43.270270270270274
73,61.00699300699301
27,26.16
66,61.00699300699301
48,51.70949720670391
73,65.82352941176471
31,61.00699300699301
57,51.70949720670391
64,43.270270270270274
56,61.00699300699301
55,51.70949720670391
53,61.00699300699301
62,74.07692307692308
52,61.00699300699301
55,51.70949720670391
58,51.70949720670391
49,51.70949720670391
57,51.70949720670391
46,45.714285714285715
68,68.0
66,43.270270270270274
30,55.8780487804878
57,43.270270270270274
40,37.828828828828826
48,61.00699300699301
58,61.00699300699301
58,51.70949720670391
57,61.00699300699301
41,55.8780487804878
62,43.270270270270274
58,51.70949720670391
71,51.70949720670391
50,45.714285714285715
47,43.270270270270274
61,51.70949720670391
12,26.16
40,51.70949720670391
41,61.00699300699301
54,61.00699300699301
62,74.07692307692308
41,37.828828828828826
53,37.0
73,55.8780487804878
30,25.5
55,61.00699300699301
57,43.270270270270274
27,26.16
47,51.70949720670391
50,51.70949720670391
63,61.00699300699301
42,55.8780487804878
73,61.00699300699301
63,61.00699300699301
45,51.70949720670391
68,68.0
45,43.270270270270274
73,55.8780487804878
21,26.16
16,26.16
62,61.00699300699301
60,51.70949720670391
48,51.70949720670391
67,51.70949720670391
52,51.70949720670391
39,51.70949720670391
66,51.70949720670391
53,51.70949720670391
50,43.270270270270274
50,51.70949720670391
39,55.0
77,61.00699300699301
66,68.5
41,61.00699300699301
66,51.70949720670391
41,26.16
57,26.16
49,61.00699300699301
35,26.16
33,26.16
61,55.8780487804878
50,51.70949720670391
23,26.16
61,51.70949720670391
57,26.16
58,51.70949720670391
61,51.70949720670391
54,51.70949720670391
42,43.270270270270274
61,51.70949720670391
54,51.70949720670391
38,43.270270270270274
45,55.8780487804878
62,61.00699300699301
52,61.00699300699301
26,61.00699300699301
33,26.16
59,51.70949720670391
57,51.70949720670391
47,51.70949720670391
56,71.0
56,51.70949720670391
38,43.270270270270274
51,61.00699300699301
29,40.4
57,43.270270270270274
66,61.00699300699301
73,61.00699300699301
45,61.00699300699301
70,61.00699300699301
73,61.00699300699301
47,51.70949720670391
48,61.00699300699301
52,61.00699300699301
73,55.8780487804878
23,26.16
61,51.70949720670391
50,51.70949720670391
68,68.0
53,51.70949720670391
51,51.70949720670391
42,45.714285714285715
70,55.8780487804878
50,51.70949720670391
61,51.70949720670391
71,61.00699300699301
50,39.18181818181818
54,61.00699300699301
27,26.16
49,43.270270270270274
50,43.270270270270274
27,43.270270270270274
42,45.714285714285715
40,51.70949720670391
50,43.270270270270274
60,51.70949720670391
73,61.00699300699301
61,51.70949720670391
48,42.333333333333336
35,24.0
56,61.00699300699301
27,26.16
23,26.16
61,51.70949720670391
55,51.70949720670391
36,51.70949720670391
33,42.333333333333336
34,43.270270270270274
58,61.00699300699301
60,61.00699300699301
57,55.8780487804878
61,61.00699300699301
63,51.70949720670391
49,43.270270270270274
54,51.70949720670391
49,61.00699300699301
36,43.270270270270274
79,61.00699300699301
34,43.270270270270274
64,43.270270270270274
56,71.0
46,51.70949720670391
47,51.70949720670391
73,61.00699300699301
60,51.70949720670391
45,61.00699300699301
53,61.00699300699301
4,39.18181818181818
73,61.00699300699301
61,51.70949720670391
47,43.270270270270274
67,51.70949720670391
27,39.18181818181818
36,26.16
33,39.18181818181818
50,51.70949720670391
79,61.00699300699301
24,55.8780487804878
55,55.8780487804878
33,39.18181818181818
57,55.8780487804878
36,39.18181818181818
50,43.270270270270274
45,51.70949720670391
20,25.5
51,45.714285714285715
33,39.18181818181818
54,61.00699300699301
55,51.70949720670391
56,71.0
52,61.00699300699301
68,68.0
52,61.00699300699301
57,43.270270270270274
54,51.70949720670391
47,46.4
32,37.828828828828826
46,51.70949720670391
68,61.00699300699301
41,43.5
52,46.4
65,61.00699300699301
66,68.5
54,61.00699300699301
82,68.0
70,55.8780487804878
40,26.16
43,61.00699300699301
50,43.270270270270274
40,43.270270270270274
48,43.270270270270274
41,43.5
34,45.0
67,61.00699300699301
62,61.00699300699301
51,51.70949720670391
39,51.70949720670391
59,51.70949720670391
22,26.16
37,51.70949720670391
30,26.16
69,74.07692307692308
62,61.00699300699301
32,61.00699300699301
73,55.8780487804878
71,51.70949720670391
51,51.70949720670391
47,51.70949720670391
49,43.270270270270274
62,61.00699300699301
44,51.70949720670391
39,61.00699300699301
58,42.333333333333336
51,61.00699300699301
42,61.00699300699301
55,43.5
52,61.00699300699301
56,61.00699300699301
63,51.70949720670391
60,61.00699300699301
37,26.16
74,61.00699300699301
48,43.270270270270274
40,51.70949720670391
63,61.00699300699301
59,51.70949720670391
62,61.00699300699301
73,65.82352941176471
46,45.714285714285715
65,61.00699300699301
57,51.70949720670391
32,43.270270270270274
51,51.70949720670391
41,43.5
64,61.00699300699301
69,51.70949720670391
60,61.00699300699301
24,55.8780487804878
79,61.00699300699301
73,61.00699300699301
46,61.00699300699301
74,61.00699300699301
48,51.70949720670391
47,51.70949720670391
69,51.70949720670391
69,51.70949720670391
69,51.70949720670391
39,51.70949720670391
61,51.70949720670391
38,61.00699300699301
33,26.16
76,61.00699300699301
58,61.00699300699301
56,55.8780487804878
30,26.16
62,61.00699300699301
52,61.00699300699301
50,51.70949720670391
59,61.00699300699301
69,74.07692307692308
59,51.70949720670391
65,61.00699300699301
55,51.70949720670391
29,25.5
57,43.270270270270274
32,61.00699300699301
67,51.70949720670391
25,25.5
48,55.8780487804878
58,61.00699300699301
46,38.888888888888886
64,45.714285714285715
62,61.00699300699301
49,55.8780487804878
43,61.00699300699301
26,26.16
69,61.00699300699301
55,68.5
57,51.70949720670391
56,43.270270270270274
33,61.00699300699301
41,39.18181818181818
58,61.00699300699301
47,40.4
65,61.00699300699301
32,39.18181818181818
55,51.70949720670391
51,55.8780487804878
65,61.00699300699301
33,61.00699300699301
37,51.70949720670391
62,61.00699300699301
59,51.70949720670391
69,51.70949720670391
58,39.18181818181818
55,39.18181818181818
28,26.16
59,51.70949720670391
69,51.70949720670391
63,61.00699300699301
56,55.8780487804878
39,39.18181818181818
36,39.18181818181818
36,51.70949720670391
71,51.70949720670391
35,55.8780487804878
54,51.70949720670391
56,61.00699300699301
73,61.00699300699301
70,55.8780487804878
60,45.714285714285715
50,61.00699300699301
68,61.00699300699301
52,61.00699300699301
55,39.18181818181818
51,61.00699300699301
58,61.00699300699301
59,61.00699300699301
62,74.07692307692308
39,51.70949720670391
41,61.00699300699301
56,55.8780487804878
32,39.18181818181818
50,61.00699300699301
43,39.18181818181818
47,51.70949720670391
67,61.00699300699301
34,55.8780487804878
70,55.8780487804878
45,51.70949720670391
70,61.00699300699301
44,51.70949720670391
65,61.00699300699301
23,55.8780487804878
53,61.00699300699301
61,51.70949720670391
36,61.00699300699301
77,61.00699300699301
78,74.07692307692308
79,61.00699300699301
51,39.18181818181818
52,51.70949720670391
49,60.0
53,51.70949720670391
73,61.00699300699301
61,51.70949720670391
58,61.00699300699301
47,43.270270270270274
34,38.888888888888886
65,61.00699300699301
42,55.8780487804878
57,51.70949720670391
60,45.714285714285715
61,55.8780487804878
59,51.70949720670391
27,43.270270270270274
45,55.8780487804878
48,43.270270270270274
55,38.888888888888886
59,51.70949720670391
45,51.70949720670391
50,61.00699300699301
39,51.70949720670391
35,46.0
71,61.00699300699301
63,61.00699300699301
54,39.18181818181818
55,51.70949720670391
41,30.666666666666668
59,51.70949720670391
66,61.00699300699301
55,51.70949720670391
40,43.270270270270274
